Overall,Bib,Name,Time,Year
622,7012,Sara Stowell,04:06:04,2016
623,17152,Ken Laughlin,04:06:05,2016
624,8035,Tolly Baseman,04:06:07,2016
625,7022,Andrew Manley,04:06:10,2016
626,6026,Jasser Mahmoud,04:06:14,2016
627,2144,Matthew Day,04:06:15,2016
628,9025,Mike Skomal,04:06:15,2016
629,3127,Katherine Lafferrandre,04:06:17,2016
630,8050,Ryan Kophs,04:06:18,2016
631,4021,Jay Millar,04:06:22,2016
632,3059,Joseph Osborne,04:06:22,2016
633,8037,Morgan Ferrante,04:06:23,2016
634,2006,Keaton Cervantes,04:06:28,2016
635,7181,Jonathan Sheets,04:06:32,2016
636,9158,Erin Berry,04:06:36,2016
637,6062,Michael Tomalo Ii,04:06:46,2016
638,27400,George Taku,04:06:48,2016
639,14079,Scott Shipman,04:06:50,2016
640,14036,Stephen Tracy,04:06:53,2016
641,7097,Ryan Cleary,04:06:57,2016
642,4017,Jeanne Drapala-Davis,04:06:58,2016
643,5106,Jerry Lovell,04:07:10,2016
644,7240,Michael Koetting,04:07:10,2016
645,10005,Kevin Queen,04:07:16,2016
646,4099,Antonio Sequeira,04:07:18,2016
647,5065,Celia Jenkinson,04:07:27,2016
648,7245,Chris White,04:07:30,2016
649,3010,Casey Mull,04:07:31,2016
650,9141,Sean Mcdaniel,04:07:31,2016
651,9138,Justin Magula,04:07:31,2016
652,9007,Lee Obluck,04:07:42,2016
653,12004,Matthew Hansche,04:07:47,2016
654,8081,Stephen Payer,04:08:02,2016
655,7091,Madeline Stambaugh,04:08:04,2016
656,7067,Peggy Walsh,04:08:06,2016
657,1118,James Gerdts,04:08:10,2016
658,3065,Tim Suttles,04:08:10,2016
659,16023,Spencer Herron,04:08:10,2016
660,3508,Russell Cammann,04:08:12,2016
661,12097,Daniel Martinez,04:08:12,2016
662,18073,Carmen Wilder,04:08:13,2016
663,21144,Larry Creasy,04:08:15,2016
664,15005,Billy Creutz,04:08:19,2016
665,15006,Troy Potter,04:08:19,2016
666,7136,Kris Altiere,04:08:21,2016
667,2053,Jessica Levi,04:08:24,2016
668,8131,Timothy Vafides,04:08:29,2016
669,15089,Robert Mason,04:08:29,2016
670,12093,Jonathan Mayes,04:08:33,2016
671,10139,Jacob Fletcher,04:08:38,2016
672,15014,James Morrow,04:08:40,2016
673,13034,Jonathan Maas,04:08:40,2016
674,13005,Tara Zimmer,04:08:44,2016
675,17242,Minerva Ake,04:09:04,2016
676,12073,Joseph Swinney,04:09:08,2016
677,15001,Gary Collins,04:09:10,2016
678,12058,Michael Rohwer,04:09:10,2016
679,7318,Brian Sweet,04:09:10,2016
680,18038,Rolf Ebeling,04:09:15,2016
681,3136,Jay Yampolsky,04:09:22,2016
682,5087,Brittany Farwick,04:09:41,2016
683,10132,Jackson Abide,04:09:46,2016
684,7167,Jerry Lawless,04:09:53,2016
685,7113,Dereak Ragain,04:09:54,2016
686,11086,Shannon Mcgarrity,04:09:55,2016
687,19025,Reid Miner,04:09:55,2016
688,14025,Jelena Verkler,04:09:59,2016
689,10036,Tarryn Joseph,04:10:01,2016
690,26352,Logan Gilman,04:10:03,2016
691,13030,Toshiki Nakashige,04:10:03,2016
692,6027,Adam Sunderland,04:10:03,2016
693,7092,Tess Sullivan,04:10:04,2016
694,7040,Olivia Martin,04:10:16,2016
695,6050,Salina Messman,04:10:20,2016
696,5084,Amy Morris,04:10:21,2016
697,7062,Jake Veyhl,04:10:25,2016
698,4092,Elizabeth Rucker,04:10:25,2016
699,5024,Melanie Caceres,04:10:32,2016
700,6018,Michelle Colletti,04:10:34,2016
701,3048,Kenneth Schwieter,04:10:39,2016
702,3047,Bethany Schwieter,04:10:40,2016
703,17050,Emily New,04:10:43,2016
704,3153,Christopher Ryan Trenkamp,04:10:45,2016
705,3114,Lawrence Clements,04:10:57,2016
706,5051,Rich Pefley,04:11:04,2016
707,15082,Ashlee Eskelsen,04:11:05,2016
708,8133,Tim Kliegl,04:11:09,2016
709,5045,Joe Cashen,04:11:10,2016
710,7130,Christine St. Martin,04:11:11,2016
711,14050,Gregory Mcgowan,04:11:16,2016
712,12069,Jeremy Eskelsen,04:11:16,2016
713,15065,Ashley Loyke,04:11:18,2016
714,5049,Mike Devine,04:11:20,2016
715,17196,Weston Layfield,04:11:24,2016
716,9153,Amanda Pharr,04:11:29,2016
717,3005,Charles Milone,04:11:30,2016
718,7159,Anna Jones,04:11:31,2016
719,26363,Branden Penston,04:11:32,2016
720,20031,Ashley Bayse,04:11:42,2016
721,7286,Marc Owen,04:11:45,2016
722,14031,Simon Harper,04:11:45,2016
723,7227,Sean O'Neill,04:11:49,2016
724,5059,Aubri Charnigo,04:11:56,2016
725,17110,Eva Henck,04:11:57,2016
726,14080,Monique Hollister,04:12:05,2016
727,19041,Betsy Press,04:12:22,2016
728,20066,Marcus Purkey,04:12:24,2016
729,19104,Jennifer Neczypor,04:12:26,2016
730,13055,Claire Bidigare-Curtis,04:12:28,2016
731,5004,Andrew Corcione,04:12:29,2016
732,6000,John Alway,04:12:34,2016
733,15034,Abigail Schwarz,04:12:34,2016
734,3081,Tom Swartz,04:12:47,2016
735,22072,Richard Higgins,04:12:50,2016
736,3076,Michael Misko Pancak,04:12:51,2016
737,6052,Amanda Warner,04:12:52,2016
738,10015,Sara Faltys,04:12:53,2016
739,21171,Robert Brinson,04:12:55,2016
740,7029,Suzanne Corrie,04:12:58,2016
741,7329,Kevin Castillo,04:13:01,2016
742,27376,Porter Meadors,04:13:05,2016
743,17024,Eduardo Silva Rojano,04:13:10,2016
744,6045,Elizabeth Nostrant,04:13:14,2016
745,4033,Matthew Lee,04:13:15,2016
746,12067,Lori Lerma,04:13:18,2016
747,8053,Laura Treat,04:13:19,2016
748,7228,Ambra Pozzi,04:13:26,2016
749,5005,Eduardo Undurraga,04:13:26,2016
750,13008,Brian Smith,04:13:28,2016
751,5063,Michelle Haslinger,04:13:33,2016
752,16019,Melvin Brown,04:13:33,2016
753,9085,Matthew Frost,04:13:35,2016
754,25228,Dave Cooley,04:13:37,2016
755,25148,Maureen Gallagher Russell,04:13:45,2016
756,17166,Gary Bennett,04:13:52,2016
757,13023,Adam Diaz,04:13:55,2016
758,4025,Taylor Easterwood,04:13:57,2016
759,2131,Michael Hernandez,04:13:58,2016
760,3058,Brian Ellis,04:14:04,2016
761,19057,Edward Pfleging,04:14:05,2016
762,19058,Alexandra Pfleging,04:14:05,2016
763,8009,Mike Wohlgemuth,04:14:10,2016
764,22025,Blake Oakley,04:14:10,2016
765,5154,Rosemary Stalter,04:14:12,2016
766,7118,Maggie Hammerschmidt,04:14:13,2016
767,12049,Bryce Thompson,04:14:15,2016
768,12089,Steve Francis,04:14:16,2016
769,12051,John Thompson,04:14:16,2016
770,5006,Tim Crockett,04:14:22,2016
771,17195,Robert Warden,04:14:24,2016
772,7275,Erin Wenzel,04:14:26,2016
773,7236,Malcolm Tyson,04:14:37,2016
774,15013,Brian Biggerstaff,04:14:41,2016
775,13057,Matthew Haitas,04:14:44,2016
776,10091,Brittany Orpurt,04:14:45,2016
777,10054,Courtney Chandler,04:14:49,2016
778,11052,Amanda Binkley,04:14:54,2016
779,17215,Katherine Lin,04:14:57,2016
780,3122,Dan Snyder,04:14:59,2016
781,11018,Diana Bibeau,04:15:01,2016
782,1084,Michael Ellingsen,04:15:02,2016
783,26239,Savanna Stafford,04:15:05,2016
784,8062,Brennan Manion,04:15:05,2016
785,8105,Kent Marohl,04:15:05,2016
786,7309,Lee Shackelford,04:15:07,2016
787,5102,Corey Holliday,04:15:07,2016
788,13000,Ginny Chiarello,04:15:07,2016
789,17181,Keith Martin,04:15:13,2016
790,18005,Kristina Honchar,04:15:17,2016
791,15010,Tom Peluso,04:15:19,2016
792,7323,Kyle Champion,04:15:19,2016
793,7134,Creslyn Mason,04:15:20,2016
794,14028,Allyson Mattingly,04:15:20,2016
795,7206,Megan Glessman,04:15:26,2016
796,17134,Michael Wallace,04:15:30,2016
797,20055,Amy Legeza,04:15:34,2016
798,15023,Rachel Angel,04:15:39,2016
799,23073,Rachel Butterworth-Tice,04:15:43,2016
800,21055,Mary Butterworth,04:15:43,2016
801,7095,Scott Cowherd,04:15:44,2016
802,16008,Bryan Milberg,04:15:55,2016
803,15060,Tracey Lofgren,04:15:59,2016
804,26114,Lauren Miller,04:16:01,2016
805,16088,Meg Frampton,04:16:06,2016
806,7027,Laura Davant,04:16:07,2016
807,3100,Jessica Blackwell,04:16:08,2016
808,4071,Tori Ruis,04:16:11,2016
809,3097,Brad Pigue,04:16:16,2016
810,8006,Alice Ambrowiak,04:16:22,2016
811,7154,Scott Lepage,04:16:24,2016
812,12022,Troy Engle,04:16:25,2016
813,15018,Heather Kirkover,04:16:32,2016
814,6063,Jacob Allenstein,04:16:42,2016
815,7000,Eric May,04:16:43,2016
816,21112,Veronica Weimer,04:16:44,2016
817,7226,Jeremie Kasmarcak,04:16:45,2016
818,15061,Andrea Janusz,04:16:47,2016
819,10124,Vasu Muli,04:16:51,2016
820,17012,Joseph Pullin,04:16:56,2016
821,14013,Joe Cummings,04:16:57,2016
822,7048,Jacque Bremer,04:16:57,2016
823,7009,Laura Murphy,04:16:58,2016
824,22035,Jeremy Greer,04:17:00,2016
825,7332,Chris Holz,04:17:06,2016
826,11026,Terry Allen,04:17:17,2016
827,16112,Becky Shum,04:17:17,2016
828,11114,Andrew Flowers,04:17:20,2016
829,13081,Nelson Wilkinson,04:17:20,2016
830,16027,Jacques Sollberger,04:17:21,2016
831,20085,Tyley Couts,04:17:24,2016
832,18075,Alexandra August,04:17:27,2016
833,3150,Kevin Varney,04:17:32,2016
834,12094,Mark Hechler,04:17:38,2016
835,11038,Adam Featherston,04:17:55,2016
836,7215,Ellen Ramsey,04:17:58,2016
837,25051,Alida Beck,04:18:08,2016
838,8032,Doug Lockwood,04:18:09,2016
839,14085,Angel Darmer,04:18:10,2016
840,18368,Sarah Richardson,04:18:13,2016
841,15030,Garrett Amorello,04:18:16,2016
842,7166,Brian Mccall,04:18:21,2016
843,12050,Greg Burlison,04:18:22,2016
844,14046,Kelly Moran,04:18:22,2016
845,12048,Chris Niblock,04:18:23,2016
846,17026,Dennis Smith,04:18:25,2016
847,19079,John Kiernan,04:18:27,2016
848,7052,Jeffrey Gray,04:18:27,2016
849,12088,David Bolduc,04:18:30,2016
850,13022,Alexa Cotton,04:18:31,2016
851,6051,Mandy Witmer,04:18:31,2016
852,7078,Ryan Maloy,04:18:31,2016
853,13065,Niccole Rosin,04:18:32,2016
854,18078,Nikki Chhabra,04:18:32,2016
855,17261,Grant Gould,04:18:33,2016
856,2015,Chad Rink,04:18:35,2016
857,1145,Reid Garrett,04:18:36,2016
858,17154,Shawn Hellmann,04:18:38,2016
859,7002,Andy Parrish,04:18:41,2016
860,7312,Christy Albers,04:18:42,2016
861,10050,Kasey Snyder,04:18:43,2016
862,7010,Anthony Durik,04:18:51,2016
863,11110,Hannah Lee,04:18:51,2016
864,3060,Alex Pilkinton,04:18:55,2016
865,7137,Dallas Smith,04:18:58,2016
866,9100,Gene Caballero,04:19:00,2016
867,9063,Greg Walker,04:19:06,2016
868,7283,Erin Anderson,04:19:09,2016
869,17179,Rob Close,04:19:09,2016
870,2087,Kyle Pilz,04:19:10,2016
871,17147,Justin Dailey,04:19:11,2016
872,5092,Gregory Poitrasson,04:19:16,2016
873,7179,John Walker,04:19:18,2016
874,7230,Megan Devlin,04:19:19,2016
875,17243,Trina Schlecht,04:19:22,2016
876,10016,Peter Teesdale,04:19:27,2016
877,9118,Lorin Dahlfors,04:19:28,2016
878,11153,Gabriela Lee,04:19:32,2016
879,8043,Robert Ellis,04:19:32,2016
880,4036,Jeff Salters,04:19:34,2016
881,17100,Sarah Salters,04:19:34,2016
882,9035,Kathryn Oikemus,04:19:37,2016
883,9084,Elizabeth Truscott,04:19:37,2016
884,9125,Kevin Sullivan,04:19:39,2016
885,7035,Colin Bair,04:19:40,2016
886,6006,David Allen,04:19:44,2016
887,27002,Brooks Roach,04:19:47,2016
888,21154,Starr Burke,04:19:52,2016
889,8097,Matt Womble,04:19:57,2016
890,15017,Ava Pandiani,04:20:03,2016
891,17237,Bryan Macktinger,04:20:05,2016
892,16105,Orion Pahl,04:20:12,2016
893,16104,Rebekah Pahl,04:20:12,2016
894,5115,Jill Dickman,04:20:13,2016
895,10087,Matthew Martin,04:20:16,2016
896,11011,Renee Parsons,04:20:17,2016
897,14015,Sheila Bonkoski,04:20:22,2016
898,26057,Gina Hunt,04:20:23,2016
899,9005,Robert Barnett,04:20:24,2016
900,24030,Rachel Surovy,04:20:24,2016
901,19034,Jennifer Berry,04:20:27,2016
902,17009,Katie Mcphillips,04:20:29,2016
903,17008,Mark Mcphillips,04:20:29,2016
904,8019,Mark Spruce,04:20:36,2016
905,7038,Janielle Willhite,04:20:37,2016
906,15002,Meredith Stuart,04:20:37,2016
907,11076,James Pottmeyer,04:20:39,2016
908,1127,Brian Cross,04:20:43,2016
909,1064,Thomas Mcguire,04:20:44,2016
910,14018,Daniel Potje,04:20:45,2016
911,13016,Danielle Hirt,04:20:50,2016
912,17197,Harrison Riggs,04:20:50,2016
913,20130,Jeremy Vorwald,04:20:54,2016
914,22091,Ashley Godek,04:20:56,2016
915,7018,Sam Wilburn,04:20:57,2016
916,26367,Yani Najarian,04:21:03,2016
917,22123,Yohei Tsuchida,04:21:05,2016
918,11106,Jane Bauman,04:21:05,2016
919,7031,Pryce Quintina,04:21:11,2016
920,17210,Jamie Simmons,04:21:17,2016
921,7234,David Sauer,04:21:22,2016
922,2073,Michael Markley,04:21:24,2016
923,2074,Teri Markley,04:21:24,2016
924,8074,Christine Beran,04:21:29,2016
925,15085,Bobby Gadams,04:21:32,2016
926,14034,Randy Carroll,04:21:37,2016
927,13041,Kevin Butler,04:21:44,2016
928,17274,Elena Joffroy,04:22:00,2016
929,10012,Bobby Newman,04:22:02,2016
930,13027,Lyndsay Nusbaum,04:22:05,2016
931,45340,Stuart Tutler,04:22:14,2016
932,17123,Carol Flaherty,04:22:15,2016
933,7007,David Toellner,04:22:20,2016
934,20057,Kristy Voorhees,04:22:22,2016
935,10090,Leslie Harwell,04:22:23,2016
936,16013,Josh Powers,04:22:24,2016
937,17003,Emily Waechter,04:22:25,2016
938,14075,Christopher Morris,04:22:29,2016
939,27390,Jennifer Disney,04:22:30,2016
940,15086,Katie Wagner,04:22:32,2016
941,7315,Erin Snellgrove,04:22:36,2016
942,20122,Erin Shortslef,04:22:45,2016
943,21020,Robert Knowlton,04:22:46,2016
944,7158,David Black,04:22:46,2016
945,3084,Harris Chris,04:22:47,2016
946,26210,Tom Zukowski,04:22:47,2016
947,8058,Jeff Rossini,04:22:48,2016
948,17057,Chance Strickland,04:22:49,2016
949,19142,Frank Matte,04:22:54,2016
950,12003,John Martin,04:22:55,2016
951,19040,Neil Rogers,04:22:58,2016
952,19140,Amy Lahey,04:23:01,2016
953,19131,Shannon Johnson,04:23:02,2016
954,18036,Caitlin Hemby,04:23:04,2016
955,14006,Krista Reynolds,04:23:09,2016
956,8124,Robert Dameron,04:23:17,2016
957,3085,Laura Wagner,04:23:25,2016
958,12077,Gebhard Buck,04:23:31,2016
959,7068,Ellery Miller,04:23:34,2016
960,25196,Daniel Brown,04:23:36,2016
961,7219,Dale Wyrick,04:23:38,2016
962,8008,Marilyn Mckenzie,04:23:39,2016
963,8092,Michael Forinash,04:23:43,2016
964,9124,Mark Mcneill,04:23:44,2016
965,5053,Charles Peed,04:23:45,2016
966,12060,Christine Sweeney,04:23:46,2016
967,21088,Katelyn Fischer,04:23:56,2016
968,7024,Michelle Oates,04:23:57,2016
969,21091,Brad Haynes,04:23:58,2016
970,7008,Alex Houck,04:23:59,2016
971,21054,Sean Laplante,04:24:07,2016
972,22119,Fengjuan Wang,04:24:09,2016
973,1132,Chuck Knowles,04:24:12,2016
974,25181,Tony Dedman,04:24:14,2016
975,16000,Satwinder Kahlon,04:24:16,2016
976,3000,Michael Prince,04:24:26,2016
977,5072,Genya Guzeev,04:24:26,2016
978,16039,Joseph Ravenscroft,04:24:29,2016
979,11019,Tony Recker,04:24:35,2016
980,10082,Anthony Ohrey,04:24:36,2016
981,17171,Suellen Mccaulley,04:24:37,2016
982,16068,Barry Martin,04:24:37,2016
983,16067,Rachel Grabow,04:24:38,2016
984,17135,Nicole Curnes,04:24:38,2016
985,7289,Janna Parke,04:24:39,2016
986,6037,Ross Pini,04:24:40,2016
987,19112,Jennifer Carman,04:24:41,2016
988,1009,William Wright,04:24:43,2016
989,17004,Lesley Rooke,04:24:44,2016
990,17198,Winn Thomas,04:24:49,2016
991,16085,Andrea Coiro,04:24:51,2016
992,10048,Todd Butler,04:24:51,2016
993,17180,Mark Buonforte,04:24:53,2016
994,17182,Elizabeth Buonforte,04:24:54,2016
995,23012,Jen Bevilacqua,04:24:56,2016
996,25007,Samantha Henley,04:24:56,2016
997,16095,Jamie Simpson,04:24:58,2016
998,26286,Victoria Oswald,04:25:01,2016
999,18058,Claudia Ramirez,04:25:01,2016
1000,10093,Kevin Fisher,04:25:02,2016
1001,11141,Will Campbell,04:25:04,2016
1002,7205,Dj Walker,04:25:08,2016
1003,20119,Megan Pickett,04:25:11,2016
1004,8116,Jodi Van Jura,04:25:14,2016
1005,14021,Jason Carnesecchi,04:25:17,2016
1006,11152,Denise Sauriol,04:25:18,2016
1007,7083,Scott Schroeder,04:25:21,2016
1008,6011,George Haramaras,04:25:21,2016
1009,9137,James T Owen,04:25:24,2016
1010,12005,Veronika Grote,04:25:24,2016
1011,7175,Harry Richards,04:25:34,2016
1012,12055,Trevor Gildersleeve,04:25:37,2016
1013,15079,Erin Trompeter,04:25:37,2016
1014,9034,Cindy Dewulf,04:25:38,2016
1015,7016,Jeremy Haugh,04:25:41,2016
1016,6039,Dan Lindberg,04:25:42,2016
1017,10089,Samuel Younger,04:25:45,2016
1018,17133,Cynthia Spallina,04:25:48,2016
1019,16094,Kaitlan Walsh,04:25:56,2016
1020,7047,Boris Guz,04:25:57,2016
1021,23031,Shawn Lesko,04:25:57,2016
1022,12041,Taylor Hudson,04:25:59,2016
1023,22016,Christina Boutroa,04:26:00,2016
1024,10018,Darlene Warm,04:26:02,2016
1025,25097,Holly Brooks,04:26:02,2016
1026,15039,Jonathan Gacioch,04:26:06,2016
1027,10020,Dave Dusenberry,04:26:07,2016
1028,10024,Bret Archbold,04:26:09,2016
1029,26224,Michael Shortall,04:26:11,2016
1030,7149,Sri Hari Krishna Narayanan,04:26:14,2016
1031,9154,Thomas Wilbur,04:26:16,2016
1032,9155,Kara Kotecki,04:26:16,2016
1033,8016,Damon Clark,04:26:16,2016
1034,21142,Rich Costolo,04:26:16,2016
1035,16100,Pamela Autry,04:26:28,2016
1036,25171,Leisha Nickerson,04:26:28,2016
1037,16003,Brandan Rooney,04:26:28,2016
1038,16107,Kristy Oldham,04:26:28,2016
1039,8119,Claire Gale,04:26:29,2016
1040,7065,David Ladner,04:26:30,2016
1041,9003,Rachel Pulis,04:26:31,2016
1042,23085,Anthony Heykoop Ii,04:26:32,2016
1043,17041,Douglas Johnson,04:26:37,2016
1044,20026,Matthew Lowe,04:26:38,2016
1045,8051,Mat Thompson,04:26:41,2016
1046,7183,Emma Murray,04:26:45,2016
1047,4023,Scott Ehling,04:26:45,2016
1048,15083,Alan Smith,04:26:45,2016
1049,22058,Guanping Zheng,04:26:49,2016
1050,9000,Katrin Sames,04:26:49,2016
1051,7233,Britta Syverson,04:26:54,2016
1052,21076,Janine Robinson,04:26:54,2016
1053,17247,Ann Thomison,04:26:58,2016
1054,8128,Jimmy Delaney,04:26:59,2016
1055,21073,Emily Riepenhoff,04:27:00,2016
1056,12082,Allison Olender,04:27:02,2016
1057,3072,Charles Cline,04:27:04,2016
1058,13080,Caroline Bevillard,04:27:04,2016
1059,5000,Joshua Uhl,04:27:04,2016
1060,10025,Nathan Mcgee,04:27:10,2016
1061,18012,Brianne Stambaugh,04:27:12,2016
1062,11040,Austin Brunhoeber,04:27:19,2016
1063,20123,Davia Moss,04:27:32,2016
1064,17212,Wallace Weathers,04:27:34,2016
1065,19103,Eric Pangle,04:27:47,2016
1066,16040,Candace Lester,04:27:48,2016
1067,14019,Dana Paice,04:27:48,2016
1068,7088,Josh Rogers,04:27:49,2016
1069,16011,Luke Foshee,04:27:50,2016
1070,9129,Carrie Terlecky,04:27:51,2016
1071,10027,Andrew Polk,04:27:53,2016
1072,20148,Zach Greves,04:27:59,2016
1073,22130,Cora Cope,04:28:00,2016
1074,9011,Danielle Haines,04:28:00,2016
1075,7150,William Page,04:28:04,2016
1076,13028,Grace Nauman,04:28:07,2016
1077,26016,Kadi Bliss,04:28:11,2016
1078,5074,Shane Flaherty,04:28:12,2016
1079,14004,Daniel Mcgeehan,04:28:12,2016
1080,24013,Tara Yelliott,04:28:12,2016
1081,17264,Ryan Portwood,04:28:20,2016
1082,10007,Erin Morgan,04:28:21,2016
1083,7099,Dustin Pennington,04:28:24,2016
1084,7013,Emily Weissmann,04:28:30,2016
1085,11148,Andy Drake,04:28:39,2016
1086,21004,Samantha Waters,04:28:41,2016
1087,4010,Brandon `hylton,04:28:41,2016
1088,11051,Kyle Cochrane,04:28:41,2016
1089,11053,Jonathan Binkley,04:28:42,2016
1090,25056,Aubrey Hancock,04:28:43,2016
1091,12046,Victor Pardue,04:28:43,2016
1092,7287,Lincoln Quillian,04:28:43,2016
1093,17213,Collin Mcmullen,04:28:43,2016
1094,5009,Tom Kingery,04:28:50,2016
1095,27392,Jen Stagnoli,04:29:02,2016
1096,3034,Shannon Hinman,04:29:02,2016
1097,13062,Robert Gambogi,04:29:09,2016
1098,22102,Mario Mancia,04:29:11,2016
1099,13003,Tanna Lim,04:29:11,2016
1100,14083,Amber Hollan,04:29:15,2016
1101,11069,Jim Fox,04:29:18,2016
1102,15024,Brian Wright,04:29:25,2016
1103,17144,Amy Schmitt,04:29:27,2016
1104,14000,Kristen Himelein,04:29:27,2016
1105,17159,Tyler Graves,04:29:31,2016
1106,23007,Courtney Lyons,04:29:33,2016
1107,22129,Erica Fontaine,04:29:33,2016
1108,16076,Olga Nicholas,04:29:34,2016
1109,22100,Marissa Goldberg,04:29:37,2016
1110,16047,Paul Schrafft,04:29:39,2016
1111,17122,Jay Suender,04:29:44,2016
1112,8052,David Goodman,04:29:45,2016
1113,15038,Joseph Reinsburrow,04:29:47,2016
1114,14047,Ricardo Bravo,04:29:49,2016
1115,11099,Abby Robinson,04:29:50,2016
1116,8023,Masato Hirata,04:29:51,2016
1117,14071,Sam Lincoln,04:29:51,2016
1118,9126,Carl Livingston,04:29:52,2016
1119,19149,Billy Depaola,04:29:52,2016
1120,19050,Yuyang Zhang,04:30:00,2016
1121,9098,Andrew Jones,04:30:02,2016
1122,413,Larry Epps,04:30:03,2016
1123,17007,David Umland,04:30:10,2016
1124,22069,Lee Schmidt,04:30:10,2016
1125,7293,Krista Dyess,04:30:13,2016
1126,7292,Karla Dyess,04:30:14,2016
1127,20084,Mark Kiekhaefer,04:30:14,2016
1128,9089,Anthony Sarnecki,04:30:16,2016
1129,3090,Brian Ochs,04:30:18,2016
1130,19102,Gearin Broderick,04:30:20,2016
1131,20001,Carey O'Neil,04:30:22,2016
1132,11083,Rhett Brewer,04:30:24,2016
1133,6022,Ashley Xiong,04:30:27,2016
1134,8020,Jared Harvest,04:30:39,2016
1135,21174,William Brod,04:30:39,2016
1136,8005,Stacey Bast,04:30:43,2016
1137,16022,Brandi Stanley,04:30:49,2016
1138,17011,Jay Colley,04:30:50,2016
1139,16102,Gregory Mook,04:30:51,2016
1140,12013,Daniel Osborn,04:30:52,2016
1141,24015,Brett Hollett,04:30:55,2016
1142,27397,Mark Beno,04:31:00,2016
1143,27185,Jenee Kowalski,04:31:07,2016
1144,23018,Iris Andrews,04:31:11,2016
1145,5069,Andrea Wilson,04:31:17,2016
1146,22090,Carmel Hanna,04:31:22,2016
1147,25091,Kelli Cash,04:31:23,2016
1148,1111,Jesus Lopez,04:31:24,2016
1149,24022,Miles Brown,04:31:35,2016
1150,20098,Elizabeth Speaker,04:31:35,2016
1151,17059,Amy Hale,04:31:35,2016
1152,15007,Christi Potter,04:31:37,2016
1153,16051,Beth Koetting,04:31:42,2016
1154,7135,Caleb Walton,04:31:47,2016
1155,5029,Rich Chrismer,04:31:49,2016
1156,16026,Jon Band,04:31:53,2016
1157,7268,Lisa Zaccarelli,04:31:54,2016
1158,20043,Aida Mujagic,04:31:55,2016
1159,20108,Amy Tamayo,04:31:55,2016
1160,7064,Caitlin Woodruff,04:31:56,2016
1161,7063,Will Woodruff,04:31:58,2016
1162,8111,Christina Roach,04:31:58,2016
1163,21151,Ryan Mcmahon,04:31:59,2016
1164,19054,Whitney Dutton,04:32:01,2016
1165,7216,Ryan Anderson,04:32:01,2016
1166,7217,Marc Masi,04:32:01,2016
1167,7270,Kenneth Moffat,04:32:02,2016
1168,7272,Andrew Collignon,04:32:02,2016
1169,14024,Tim Giroux,04:32:04,2016
1170,14026,Bryan Lebar,04:32:05,2016
1171,4034,John Henry Smith,04:32:05,2016
1172,20120,Tarah Troost,04:32:07,2016
1173,19007,Carolchase Peterson,04:32:08,2016
1174,15009,Jonathan Nall,04:32:08,2016
1175,18066,Tracy Phan,04:32:10,2016
1176,18065,Melissa Eidson,04:32:11,2016
1177,16079,Maria Fletcher,04:32:12,2016
1178,16083,Berna Jacobson,04:32:14,2016
1179,19145,Cody Hamilton,04:32:17,2016
1180,7131,Gregg Loughman,04:32:19,2016
1181,19141,Christopher Delay,04:32:20,2016
1182,25029,Jessica Baker,04:32:20,2016
1183,15088,Clayton Jackson,04:32:21,2016
1184,16037,Albert Frisone,04:32:33,2016
1185,7203,Isaac Ostlund,04:32:34,2016
1186,11120,James Brooks,04:32:40,2016
1187,17172,Mary Beth Merzbacher,04:32:41,2016
1188,22103,Marta Kaighin,04:32:43,2016
1189,23013,Trevor Kramer,04:32:47,2016
1190,22105,Megan Horsley,04:32:48,2016
1191,25162,Paul Armistead,04:32:50,2016
1192,10088,Benjamin Smallheer,04:32:51,2016
1193,1073,Benjamin Hartwig,04:32:51,2016
1194,11063,Julio Gutierrez,04:32:53,2016
1195,24018,Carolyn Pantano,04:32:54,2016
1196,17174,Daniel Johnson,04:32:58,2016
1197,13071,Brad Stauffer,04:32:59,2016
1198,18032,Evelyn Turner,04:33:04,2016
1199,26339,Uju Alexander,04:33:05,2016
1200,7164,Andrew Brazee,04:33:07,2016
1201,8126,Girum F,04:33:08,2016
1202,19002,Marnie Wraith,04:33:11,2016
1203,7265,Jeff Dugre,04:33:11,2016
1204,10067,West Gary,04:33:11,2016
1205,25188,Nicole Miles,04:33:20,2016
1206,16030,Megan Gallagher,04:33:23,2016
1207,16031,Lauren Greenwood,04:33:23,2016
1208,18013,Caleb Stambaugh,04:33:26,2016
1209,27444,Natalie Cox,04:33:35,2016
1210,10122,Jonathan Warren,04:33:38,2016
1211,17228,Lori Smith,04:33:42,2016
1212,3082,Kaitlin Jasmon,04:33:56,2016
1213,8088,Greg Schaffer,04:33:57,2016
1214,14084,Frederick Kline,04:34:00,2016
1215,17167,Kyle Sauln,04:34:05,2016
1216,19095,Lainey Johnson,04:34:07,2016
1217,21146,Mary Carlisle Crehore,04:34:08,2016
1218,20005,Ashley Witkiewicz,04:34:09,2016
1219,22111,Heather Van Meter,04:34:12,2016
1220,17183,Susan Staley,04:34:15,2016
1221,20092,Bill Klingsporn,04:34:16,2016
1222,21117,Rachael Smilowitz,04:34:17,2016
1223,21156,Nathaniel Kelm,04:34:19,2016
1224,7317,Monique French,04:34:20,2016
1225,3033,Carla Kuzynowski,04:34:22,2016
1226,2146,Scott Meredith,04:34:24,2016
