Overall,Bib,Name,Time,Year
1860,33617,Randall Hodge,05:48:33,2018
1861,32057,Anja Izban,05:48:43,2018
1862,32472,Teresa Olivier,05:48:54,2018
1862,32470,Sharon Dagostino,05:48:54,2018
1864,32952,Erica Waters,05:49:06,2018
1865,32382,Rebecca Slone,05:49:07,2018
1866,32350,Shelley Cloutier,05:49:42,2018
1867,32932,Richard Combes,05:49:44,2018
1868,33700,Ronnie Wilson,05:49:50,2018
1869,32380,Kelly Weber,05:49:52,2018
1870,33028,Anne Truitt,05:50:13,2018
1871,33169,Courtney Hendricks,05:50:28,2018
1872,33050,Susan Drake,05:50:34,2018
1872,32544,Hannah Duke,05:50:34,2018
1874,33382,Angela Dunn,05:50:36,2018
1875,33279,Dan Mummert,05:50:54,2018
1876,32698,Olga Salinas,05:50:58,2018
1877,31897,Penny Smith,05:51:10,2018
1877,32644,Michelle Hatton,05:51:10,2018
1879,32476,Melanie Curtis,05:51:11,2018
1879,33193,Candy Voss,05:51:11,2018
1881,33052,Ann Walley,05:51:12,2018
1882,33238,Aimee Hilber,05:51:14,2018
1882,33605,Kristen Kimmel,05:51:14,2018
1882,33237,Ryan Donnelly,05:51:14,2018
1882,32902,Peter Mullvain,05:51:14,2018
1886,33377,Jason Rapoport,05:51:16,2018
1887,31805,Penny Frey,05:51:23,2018
1888,33287,Anjoli Rashid,05:51:27,2018
1889,32982,Raelyn Johnson,05:51:36,2018
1889,33660,Anthony Holt,05:51:36,2018
1891,31835,Lori Boyd,05:51:38,2018
1892,32498,Steve Jones,05:51:55,2018
1893,31771,Jennifer Sell,05:52:01,2018
1894,32986,Alyssa Eashoo,05:52:02,2018
1895,33328,Michael Warren,05:52:20,2018
1895,33176,Lee Hofweber,05:52:20,2018
1897,32974,Kristi Wieland,05:52:36,2018
1897,32692,Tracy Lindstrom,05:52:36,2018
1899,32604,Melanie Gould,05:52:37,2018
1900,33304,Paul Winterford,05:52:44,2018
1901,33253,Elizabeth Kostrub,05:52:48,2018
1902,32652,Hector Solis,05:52:50,2018
1903,30539,Jason Simmons,05:53:18,2018
1904,32070,Katrin Bates,05:53:34,2018
1905,32150,Kaitlynn Washingtion,05:53:42,2018
1905,33466,Peyton Gray,05:53:42,2018
1905,33630,Cole Christopher,05:53:42,2018
1908,33616,Brooke Osborne,05:54:21,2018
1908,32870,Sarah Bordelon,05:54:21,2018
1910,33539,Roy Cameron Jr,05:54:26,2018
1911,30422,Hunter Burney,05:54:35,2018
1911,32442,Kristen Burney,05:54:35,2018
1913,33305,Claire Winterford,05:54:51,2018
1914,30871,Jeff Murphree,05:54:57,2018
1915,33090,Allison Thrower,05:55:33,2018
1916,33618,Eddie Godwin,05:55:48,2018
1917,31653,Michael Haarlander,05:56:03,2018
1918,32834,Astrid Escobar,05:56:05,2018
1919,32452,Rakesh Singh,05:56:27,2018
1920,33427,Ashley Bautista,05:56:28,2018
1921,30970,James Carlson,05:56:31,2018
1921,32582,Olivia Hoppen,05:56:31,2018
1923,33054,Bobbi Aschwanden,05:56:53,2018
1923,32364,Ariel Alonzo,05:56:53,2018
1925,33369,Brittney Miller,05:56:59,2018
1925,33370,Ryan Miller,05:56:59,2018
1927,32151,Catherine Moerman,05:57:01,2018
1928,32256,Evan Castellano,05:57:09,2018
1929,33386,Kat Dunham,05:57:10,2018
1930,32732,Daniel Pope,05:57:18,2018
1931,32700,Tsubasa Agarie,05:57:40,2018
1932,530,Dean Bowden,05:57:43,2018
1933,32291,Larry Nolen,05:57:47,2018
1934,30384,Raegen Martin,05:58:02,2018
1935,33144,Nestor Ilagan,05:58:15,2018
1936,33632,Melissa Teneyuque,05:58:21,2018
1937,523,Ken Ashby,05:58:25,2018
1938,31919,Eddie Kimpel,05:58:43,2018
1939,33650,Konstantin Yepifantsev,05:58:52,2018
1940,32844,Meghann Farley,05:58:55,2018
1941,33559,Cynthia Aune,05:58:56,2018
1942,31707,Laura Terry,05:59:00,2018
1943,32742,Jessica Thrower,05:59:11,2018
1944,31043,Sherry Ricker,05:59:13,2018
1945,33205,Alicia Hartman,05:59:17,2018
1946,31666,Jason Mccullough,05:59:30,2018
1947,31729,Venu Alokam,05:59:38,2018
1948,31884,Amber Jacobs,06:00:00,2018
1949,31381,Rebekah Clifford,06:00:10,2018
1950,33667,Richard Brooks,06:00:39,2018
1951,32832,Candace Wohn,06:00:57,2018
1952,33223,Amy Cengeri,06:01:02,2018
1953,33300,Ashley Kelley,06:01:03,2018
1954,539,Richard Brooks,06:01:08,2018
1955,33283,Tristen Reis,06:01:09,2018
1956,32648,Barbara Pepin,06:01:11,2018
1957,33424,Sandra Guida,06:01:13,2018
1958,33718,Dean Stambelu,06:01:28,2018
1959,32942,Erin Mclauchlin,06:01:40,2018
1960,33218,Alina Young,06:01:41,2018
1961,33086,Caitlin Babin,06:01:42,2018
1962,31115,Stephanie Grapentin,06:02:20,2018
1963,30949,Morgan Bensman,06:02:26,2018
1964,32118,Timothy New,06:02:29,2018
1965,33401,Brian Schick,06:03:03,2018
1966,32218,Lorie Wood,06:03:26,2018
1966,31261,Darah Owens,06:03:26,2018
1968,33607,Roy Singley,06:03:35,2018
1969,32062,Cortlynn Mitchell,06:04:01,2018
1970,33366,Samantha Kuner,06:04:09,2018
1971,33261,Jessica Alexander,06:04:10,2018
1971,33708,Jazmin Pluas,06:04:10,2018
1973,33242,Renae Brown,06:04:11,2018
1974,33134,Kim Heagy,06:04:26,2018
1975,31569,James Rahn,06:04:28,2018
1976,33368,Stacey Campfield,06:04:38,2018
1977,33267,James Orr,06:04:47,2018
1978,31028,Megan Svetkovich,06:04:48,2018
1979,33174,George Svetkovich,06:04:49,2018
1980,33675,Jessica Campos-Ruiz,06:04:58,2018
1981,33672,Marie Flores,06:05:01,2018
1981,33671,Betty Trueba,06:05:01,2018
1983,32866,Kelsey Wezel,06:05:52,2018
1984,33434,Justin Lynch,06:06:10,2018
1985,33277,Kathleen Gant,06:06:16,2018
1986,33629,Gordon Carlisle,06:06:19,2018
1987,33022,Ryan Mitchell,06:06:29,2018
1988,33426,Trish Keleher,06:06:30,2018
1989,33306,Darin Mccloud,06:06:38,2018
1990,32694,Shannon Wood,06:06:54,2018
1990,33633,Katherine Tierney-Smith,06:06:54,2018
1992,32530,David Owens,06:07:44,2018
1993,33433,Leah Sayre,06:08:09,2018
1993,31731,Towhid Alam,06:08:09,2018
1995,33383,Emily Simmons,06:08:15,2018
1996,32602,Bailey Hendrickson,06:08:20,2018
1997,33384,Taylor Leatherwood,06:08:21,2018
1998,32138,Sarah Skonicki,06:08:26,2018
1999,33598,Erica Heskamp,06:08:56,2018
2000,33184,Shari Zimmerman,06:08:57,2018
2000,33597,Kelly Steinmann,06:08:57,2018
2000,32318,Suzanne Buntrock,06:08:57,2018
2003,32890,Cindy Howard,06:09:04,2018
2004,33217,Rachel Bottomley,06:09:08,2018
2005,33201,Jen Cole,06:09:12,2018
2006,31978,Erin Lusk,06:09:14,2018
2007,32934,Alessandra D'Ambrosia-Furman,06:09:20,2018
2007,31829,Jessica Perry,06:09:20,2018
2009,33209,Jennifer Whittle,06:09:27,2018
2009,33610,Seth Hatfield,06:09:27,2018
2011,32874,Matthew Latawiec,06:09:29,2018
2011,32872,Stephanie Latawiec,06:09:29,2018
2013,33198,Roberta Henry,06:09:47,2018
2014,31023,Shelby Hall,06:09:51,2018
2015,32704,Tyler Farley,06:10:02,2018
2016,32876,Courtney Devries,06:10:27,2018
2017,33173,Becca Dernberger,06:11:11,2018
2018,32480,Susan Marshall,06:11:24,2018
2019,30085,Nathanael Lilly,06:11:26,2018
2020,32578,Allison Seguin,06:11:33,2018
2020,33410,Catherine Seguin,06:11:33,2018
2022,33308,Tiffany Allgeier,06:11:48,2018
2023,33400,Howard Robison,06:11:51,2018
2024,33098,Gregoria Williams,06:12:10,2018
2025,33357,Shandy Farin,06:12:18,2018
2026,33292,Shannon Kjear,06:12:24,2018
2027,33614,Cleveland Allen,06:12:25,2018
2028,33187,David Dearmon,06:12:34,2018
2029,33235,Brian Shaw,06:12:35,2018
2030,33234,Maria Crompton,06:12:37,2018
2031,32325,Gayle Martin,06:13:04,2018
2032,33601,Jennifer Clark,06:13:05,2018
2033,33518,Samuel Collins,06:13:19,2018
2034,33367,Billy Huggins,06:13:39,2018
2035,33506,Tony Myers,06:13:57,2018
2035,30820,Todd Foster,06:13:57,2018
2037,33665,Maria Shircel,06:14:30,2018
2038,31993,Baithao Samphao,06:14:43,2018
2039,32119,Darrell Sheffield,06:14:45,2018
2040,33078,Diane Street,06:15:01,2018
2041,31738,Joanne Ring,06:15:08,2018
2042,33381,Ryan Mcnally,06:15:12,2018
2043,33248,Amie Guinn,06:15:16,2018
2044,33008,Janet Yee,06:15:18,2018
2045,31529,Misty Jones,06:15:27,2018
2046,32287,Katherine Mccrea,06:15:31,2018
2047,32650,Carlito Agner,06:15:35,2018
2048,32646,Kenneth Forrest,06:15:36,2018
2049,33249,Sarah Anglin,06:15:55,2018
2050,32494,Deanne Whittle,06:16:27,2018
2051,30542,Deanna Alexander,06:16:31,2018
2052,33056,Hanah Pender,06:16:38,2018
2053,33230,Adrienne Mcbroon,06:16:51,2018
2054,33286,Tricia Timney,06:16:52,2018
2055,32458,Cynthia Berndt,06:17:01,2018
2056,33263,Michelle Sumption,06:17:04,2018
2057,33330,Jana Stidham,06:17:21,2018
2058,33311,Jennifer Kraus,06:17:37,2018
2059,33074,Olga Felton,06:17:39,2018
2060,33627,Sarah Cates,06:18:01,2018
2061,33626,Jennifer Reed,06:18:02,2018
2062,33185,Mary Perrecone,06:18:15,2018
2063,32526,Daniel Albert,06:18:17,2018
2064,33239,Audrey Reville,06:18:50,2018
2065,32830,Georgia Bracken,06:18:55,2018
2066,32920,Cassandra Branch,06:19:04,2018
2067,31693,Linda Wieloch,06:19:15,2018
2068,32289,Valerie Hardison,06:19:22,2018
2069,31916,Mark Bevilacqua,06:19:23,2018
2070,31161,Derek Conine,06:19:26,2018
2071,33323,Lucy Hernandez,06:19:35,2018
2072,33606,Helen Reagan,06:19:50,2018
2073,32032,Jason B. Wright,06:20:31,2018
2074,32550,Erica Marlowe Williamson,06:20:32,2018
2075,31369,Cami Earnest,06:20:36,2018
2076,33291,Andy Lan,06:21:01,2018
2077,31755,Vincent Berry,06:21:23,2018
2078,30947,Melanie Nekola,06:21:24,2018
2079,33397,Jim Burgos,06:21:26,2018
2080,33396,Rhonda Burgos,06:21:35,2018
2081,32806,Andrew Harris,06:22:11,2018
2082,31785,Cassandra Punjack,06:22:54,2018
2083,33241,Courtney Wells,06:22:59,2018
2084,33390,Amy Brooks,06:24:19,2018
2085,33364,Terry Davis,06:25:02,2018
2086,33299,Donna Paris,06:26:04,2018
2087,31712,Melissa Sears,06:26:24,2018
2088,31386,Thomas Friar,06:26:37,2018
2089,33232,Marcus Kasel,06:27:24,2018
2090,32210,Shawn Douthit,06:27:27,2018
2091,33333,Chris Bloch,06:27:29,2018
2092,32916,Jeff Riddle,06:28:06,2018
2093,31711,Rick Sears,06:30:13,2018
2094,33634,Dwight Williams,06:30:28,2018
2095,31703,Kelsey Mark,06:31:10,2018
2096,33048,John Points,06:31:28,2018
2097,31594,Brett Dunlap,06:32:57,2018
2098,33211,Meghann Richardson,06:33:08,2018
2099,536,Patti Mortland,06:34:24,2018
2100,33423,Yvette Leonard,06:34:41,2018
